&#160;	&#160;	Term	Count	Trend
		stations	4	0,0.0027347312,0.0011890606,0,0
		story	4	0,0,0.0011890606,0.0039267014,0
		tt	4	0,0,0,0,0.003992016
		warrant	4	0,0.001823154,0.0023781213,0,0
		went	4	0.0031847134,0,0,0.0039267014,0
		wind	4	0,0.0027347312,0.0011890606,0,0
		wire	4	0,0,0.0011890606,0.0039267014,0
		8th	3	0.0031847134,0,0.0011890606,0,0.000998004
		aaf	3	0,0.001823154,0.0011890606,0,0
		ago	3	0,0,0.0011890606,0,0.001996008
		announced	3	0.006369427,0.000911577,0,0,0
		announcement	3	0.0031847134,0.000911577,0,0,0.000998004
		appearance	3	0,0.000911577,0.0011890606,0,0.000998004
		beams	3	0,0.000911577,0.0023781213,0,0
		broke	3	0,0.000911577,0.0011890606,0.0013089005,0
		called	3	0,0.000911577,0,0,0.001996008
		came	3	0,0,0,0.002617801,0.000998004
		command	3	0,0.000911577,0.0023781213,0,0
		contact	3	0.0031847134,0.000911577,0,0,0.000998004
		cooperation	3	0.006369427,0,0,0,0.000998004
		daily	3	0,0.0027347312,0,0,0
		declared	3	0,0.000911577,0.0023781213,0,0
		described	3	0,0,0,0.0013089005,0.001996008
		determine	3	0,0.000911577,0.0023781213,0,0
		diameter	3	0,0.001823154,0,0.0013089005,0
		disks	3	0,0.000911577,0.0011890606,0.0013089005,0
		dubose	3	0,0,0.003567182,0,0
		fall	3	0,0,0,0.0013089005,0.001996008
		fastest	3	0,0,0,0,0.002994012
		finally	3	0,0.000911577,0.0023781213,0,0
		fwaaf	3	0,0,0.003567182,0,0
		half	3	0,0,0.0011890606,0,0.001996008
		high	3	0,0.001823154,0.0011890606,0,0
		inches	3	0,0.000911577,0,0.002617801,0
		july	3	0.0031847134,0.000911577,0,0.0013089005,0
		know	3	0,0,0,0.0013089005,0.001996008
		known	3	0,0.0027347312,0,0,0
		looks	3	0,0.000911577,0.0023781213,0,0
		machine	3	0,0,0.0023781213,0.0013089005,0
		man	3	0,0,0,0.0013089005,0.001996008
		merely	3	0,0,0.0011890606,0,0.001996008
		morning	3	0,0,0.0023781213,0,0.000998004
		n.m	3	0,0.001823154,0.0011890606,0,0
		nearest	3	0,0.001823154,0.0011890606,0,0
		northwest	3	0,0.000911577,0.0011890606,0,0.000998004
		objects	3	0,0.001823154,0.0011890606,0,0
		observation	3	0,0,0.0011890606,0.002617801,0
		ordered	3	0,0.000911577,0.0023781213,0,0
		phone	3	0.0031847134,0,0.0011890606,0,0.000998004
		picture	3	0,0,0,0.0039267014,0
		possession	3	0.006369427,0,0,0,0.000998004
		previously	3	0,0.000911577,0.0011890606,0.0013089005,0
		quotes	3	0,0,0,0,0.002994012
		remnants	3	0,0.000911577,0.0011890606,0.0013089005,0
		scattered	3	0,0.000911577,0.0011890606,0.0013089005,0
		seen	3	0.0031847134,0.000911577,0,0.0013089005,0
		set	3	0,0.000911577,0.0011890606,0.0013089005,0
		star	3	0,0.000911577,0.0023781213,0,0
		states	3	0,0.001823154,0.0011890606,0,0
		synthetic	3	0,0.000911577,0.0023781213,0,0
		tape	3	0,0,0,0.0039267014,0
		telephone	3	0,0.000911577,0.0011890606,0,0.000998004
		text	3	0,0,0,0,0.002994012
		today	3	0.0031847134,0.000911577,0,0.0013089005,0
		torn	3	0,0.000911577,0.0011890606,0.0013089005,0
		town	3	0,0.000911577,0.0011890606,0.0013089005,0
		turn	3	0.0031847134,0,0.0011890606,0,0.000998004
		type	3	0,0.000911577,0.0023781213,0,0
		united	3	0,0.001823154,0.0011890606,0,0
		use	3	0,0.001823154,0.0011890606,0,0
		way	3	0,0,0,0.002617801,0.000998004
		weeks	3	0,0.000911577,0.0011890606,0,0.000998004
		winds	3	0,0.000911577,0.0023781213,0,0
		wooden	3	0,0.000911577,0.0023781213,0,0
		word	3	0.0031847134,0.000911577,0.0011890606,0,0
		wright	3	0,0.000911577,0.0023781213,0,0
		yates	3	0,0.0027347312,0,0,0
		yesterday	3	0.0031847134,0,0,0.0013089005,0.000998004
		60,000	2	0,0.000911577,0.0011890606,0,0
		a.m	2	0,0.000911577,0.0011890606,0,0
		able	2	0.0031847134,0,0,0,0.000998004
		action	2	0.0031847134,0,0,0,0.000998004
		add	2	0,0,0,0.0013089005,0.000998004
		albuquerque	2	0,0,0,0.002617801,0
		aloft	2	0,0.000911577,0.0011890606,0,0
		altitude	2	0,0.000911577,0.0011890606,0,0
		altitudes	2	0,0.000911577,0.0011890606,0,0
		apparently	2	0,0,0,0,0.001996008
		appeared	2	0,0,0,0,0.001996008
		assigned	2	0,0.000911577,0.0011890606,0,0
		authorities	2	0,0.000911577,0.0011890606,0,0
		ballistics	2	0,0.000911577,0.0011890606,0,0
		brig	2	0,0.000911577,0.0011890606,0,0
		brigadier	2	0,0.001823154,0,0,0
		bright	2	0,0,0.0011890606,0.0013089005,0
		brush	2	0,0.000911577,0.0011890606,0,0
		bundled	2	0,0.000911577,0.0011890606,0,0
		case	2	0,0.000911577,0.0011890606,0,0
		changes	2	0,0.001823154,0,0,0
		charted	2	0,0.000911577,0.0011890606,0,0
		colonel	2	0,0,0.0023781213,0,0
		construction	2	0,0,0,0.0013089005,0.000998004
		country	2	0,0.001823154,0,0,0
		county	2	0.0031847134,0,0,0.0013089005,0
		covered	2	0,0.001823154,0,0,0
		custody	2	0,0.000911577,0.0011890606,0,0
		da	2	0,0,0,0,0.001996008
		day	2	0,0,0,0.0013089005,0.000998004
		debris	2	0,0,0,0.002617801,0
		details	2	0.0031847134,0,0,0,0.000998004
		direction	2	0,0.000911577,0.0011890606,0,0
		dug	2	0,0.000911577,0.0011890606,0,0
		dx	2	0,0,0,0,0.001996008
		early	2	0,0,0.0023781213,0,0
		enlisted	2	0,0,0,0,0.001996008
		europe	2	0,0.000911577,0.0011890606,0,0
		explained	2	0,0.000911577,0.0011890606,0,0
		eye	2	0,0.000911577,0.0011890606,0,0
		facilities	2	0.0031847134,0,0,0,0.000998004
		fly	2	0,0.000911577,0.0011890606,0,0
		follow	2	0,0.000911577,0.0011890606,0,0
		forecaster	2	0,0.000911577,0.0011890606,0,0
		foster	2	0,0,0,0.0013089005,0.000998004
		frr8	2	0,0,0,0,0.001996008
		gadget	2	0,0.000911577,0.0011890606,0,0
		gathered	2	0,0,0,0.002617801,0
		gen	2	0,0.000911577,0.0011890606,0,0
		getting	2	0,0,0,0.002617801,0
		going	2	0,0,0,0.002617801,0
		gram	2	0,0.000911577,0.0011890606,0,0
		guns	2	0,0.000911577,0.0011890606,0,0
		having	2	0.0031847134,0,0,0,0.000998004
		headed	2	0,0.000911577,0.0011890606,0,0
		heavy	2	0,0.000911577,0.0011890606,0,0
		houma	2	0,0.000911577,0.0011890606,0,0
		hours	2	0,0,0.0023781213,0,0
		hurried	2	0,0.000911577,0.0011890606,0,0
		identical	2	0,0.000911577,0.0011890606,0,0
		inch	2	0,0,0.0023781213,0,0
		incident	2	0,0.000911577,0.0011890606,0,0
		inspected	2	0.006369427,0,0,0,0
		invasion	2	0,0.000911577,0.0011890606,0,0
		investigation	2	0,0.001823154,0,0,0
		irving	2	0,0.000911577,0.0011890606,0,0
		journeyed	2	0,0.000911577,0.0011890606,0,0
		kites	2	0,0.001823154,0,0,0
		knew	2	0,0.000911577,0.0011890606,0,0
		la	2	0,0.000911577,0.0011890606,0,0
		land	2	0,0.001823154,0,0,0
		landed	2	0.0031847134,0,0,0,0.000998004
		loaned	2	0.006369427,0,0,0,0
		local	2	0.0031847134,0.000911577,0,0,0
		located	2	0,0,0,0.0013089005,0.000998004
		location	2	0.0031847134,0,0,0,0.000998004
		long	2	0,0,0,0.002617801,0
		marcel's	2	0,0.000911577,0.0011890606,0,0
		marcell	2	0.006369427,0,0,0,0
		material	2	0,0.000911577,0.0011890606,0,0
		medford	2	0,0.000911577,0.0011890606,0,0
		mentioned	2	0,0,0,0,0.001996008
		mile	2	0,0.000911577,0.0011890606,0,0
		mistaken	2	0,0.001823154,0,0,0
		mounted	2	0,0.000911577,0.0011890606,0,0
		mysterious	2	0,0.001823154,0,0,0
		nation	2	0,0,0.0023781213,0,0
		news	2	0.0031847134,0,0.0011890606,0,0
		okinawa	2	0,0.000911577,0.0011890606,0,0
		parts	2	0,0,0.0011890606,0.0013089005,0
		pointed	2	0,0.000911577,0.0011890606,0,0
		points	2	0,0.001823154,0,0,0
		positively	2	0,0,0.0023781213,0,0
		printed	2	0,0.000911577,0,0.0013089005,0
		probably	2	0,0.000911577,0,0,0.000998004
		process	2	0,0.000911577,0.0011890606,0,0
		property	2	0,0.000911577,0.0011890606,0,0
		public	2	0.0031847134,0.000911577,0,0,0
		ramey's	2	0,0,0.0023781213,0,0
		rawin	2	0,0,0.0023781213,0,0
		ray	2	0,0.000911577,0.0011890606,0,0
		reach	2	0,0.000911577,0.0011890606,0,0
		receiving	2	0.0031847134,0,0,0,0.000998004
		reconstruct	2	0,0,0,0.002617801,0
		record	2	0,0,0,0.002617801,0
		reference	2	0,0.000911577,0.0011890606,0,0
		reflector	2	0,0.001823154,0,0,0
		released	2	0,0.001823154,0,0,0
		resulted	2	0,0.000911577,0.0011890606,0,0
		rigged	2	0,0.000911577,0.0011890606,0,0
		rises	2	0,0.000911577,0.0011890606,0,0
		roger	2	0,0.000911577,0.0011890606,0,0
		rolled	2	0,0.000911577,0.0011890606,0,0
		s5	2	0,0,0,0,0.001996008
		saturday	2	0,0.000911577,0.0011890606,0,0
