&#160;	&#160;	Term	Count	Trend
		site	25	0.00029154518,0.0007271405,0.0016020506,0.00030731407,0.011570248,0
		told	25	0.00029154518,0.001454281,0.00096123037,0.0013829133,0,0
		aircraft	24	0,0.0007271405,0.0019224607,0.0012292563,0,0
		approximately	24	0.00058309035,0.00036357026,0.00096123037,0.00092194224,0.0049586776,0.0027906976
		case	24	0.0004373178,0.00036357026,0.0008010253,0.0018438845,0,0.0018604652
		ft	24	0.0024781341,0.00036357026,0.00032041012,0.00046097112,0,0
		minutes	24	0.0010204081,0.001272496,0.00032041012,0.0012292563,0,0
		said	24	0.00014577259,0.0007271405,0.0012816405,0.0016902274,0,0
		side	24	0.0010204081,0.001272496,0,0.00061462814,0.0016528926,0.004651163
		sighting	24	0.0008746356,0.0005453554,0.0008010253,0.0007682852,0,0.004651163
		strange	24	0.0011661807,0.0005453554,0.00064082025,0.0012292563,0,0.0009302326
		information	23	0.000728863,0.00036357026,0.0008010253,0.00092194224,0.008264462,0
		large	23	0.000728863,0.0005453554,0.00096123037,0.0012292563,0,0.0009302326
		looked	23	0.001457726,0.0016360661,0.00032041012,0.00030731407,0,0
		plane	23	0.0013119533,0,0.0008010253,0.0012292563,0,0.0009302326
		seen	23	0.0004373178,0.0018178513,0.00032041012,0.0012292563,0,0
		crash	22	0.00029154518,0.00090892566,0.002403076,0,0,0
		know	22	0.0008746356,0.001272496,0.00016020506,0.0010755992,0,0.0009302326
		officer	22	0,0.001272496,0.0017622557,0.00061462814,0,0
		police	22	0,0.0005453554,0.002883691,0.00015365703,0,0
		ship	22	0,0.002544992,0.00016020506,0.00092194224,0,0.0009302326
		thought	22	0.0013119533,0.0005453554,0.00096123037,0.00061462814,0,0
		wife	22	0.0016034986,0.00036357026,0.00032041012,0.00046097112,0,0.0037209303
		witness	22	0.0017492712,0.0007271405,0.00032041012,0.00061462814,0,0
		glowing	21	0.0008746356,0.0010907107,0.00048061518,0.00061462814,0.0033057851,0
		ground	21	0.00058309035,0.0018178513,0.00048061518,0.00046097112,0.0016528926,0
		high	21	0.0008746356,0.0010907107,0.0008010253,0.00046097112,0,0.0009302326
		long	21	0.0004373178,0.0016360661,0.00064082025,0.00030731407,0,0.0027906976
		photo	21	0.002915452,0,0,0.00015365703,0,0
		sky	21	0.0004373178,0.0010907107,0.00048061518,0.0013829133,0,0
		bright	20	0.0008746356,0.001454281,0.00032041012,0.00030731407,0.0033057851,0
		carbondale	20	0,0,0.0032041012,0,0,0
		heard	20	0.000728863,0.0019996364,0.00016020506,0.00046097112,0,0
		look	20	0.0008746356,0.001272496,0.00048061518,0.00061462814,0,0
		ring	20	0,0.0034539176,0,0.00015365703,0,0
		small	20	0.00058309035,0.0007271405,0.0008010253,0.00061462814,0.0016528926,0.0018604652
		top	20	0.0017492712,0.00090892566,0,0.00030731407,0,0.0009302326
		1976	19	0,0,0,0.0029194837,0,0
		came	19	0.0010204081,0.00090892566,0.00016020506,0.00061462814,0,0.0018604652
		coming	19	0.0008746356,0.0007271405,0.00064082025,0.0007682852,0,0
		field	19	0.0018950438,0.00036357026,0.00064082025,0,0,0
		photograph	19	0.0026239066,0,0,0.00015365703,0,0
		appeared	18	0.0004373178,0.0005453554,0.0014418456,0.00046097112,0,0
		encounter	18	0.00029154518,0.0019996364,0.00032041012,0.00046097112,0,0
		location	18	0.001457726,0,0.00048061518,0.00061462814,0,0.0009302326
		looking	18	0.0016034986,0.00090892566,0.00032041012,0,0,0
		right	18	0.0016034986,0.0005453554,0,0.00046097112,0,0.0009302326
		trees	18	0.0017492712,0.0007271405,0,0.00030731407,0,0
		type	18	0,0.0016360661,0.00032041012,0.00092194224,0,0.0009302326
		way	18	0.0011661807,0.0005453554,0.00016020506,0.00092194224,0,0
		analysis	17	0.0020408162,0.00018178513,0.00032041012,0,0,0
		car	17	0.00014577259,0.0023632066,0.00016020506,0.00030731407,0,0
		day	17	0.0011661807,0.0005453554,0.00032041012,0.00030731407,0,0.0018604652
		island	17	0.001457726,0.00018178513,0,0.00092194224,0,0
		knew	17	0.000728863,0.0005453554,0.00048061518,0.0007682852,0,0.0009302326
		recovery	17	0,0.00018178513,0.002563281,0,0,0
		red	17	0.00058309035,0.0007271405,0.00064082025,0.0007682852,0,0
		station	17	0.00014577259,0.0007271405,0.00064082025,0.0010755992,0,0.0009302326
		suddenly	17	0.00058309035,0.0007271405,0.00064082025,0.0007682852,0,0
		white	17	0.00058309035,0.00090892566,0.0008010253,0.00030731407,0,0.0009302326
		years	17	0.0010204081,0.0007271405,0.0008010253,0.00015365703,0,0
		alien	16	0.00029154518,0.001454281,0.00032041012,0.00046097112,0,0.0009302326
		family	16	0.00014577259,0.0016360661,0,0.0007682852,0,0.0009302326
		far	16	0.0013119533,0.00036357026,0.00048061518,0.00030731407,0,0
		flying	16	0.0008746356,0.00018178513,0.00048061518,0.00092194224,0,0
		left	16	0.00029154518,0.0010907107,0.00048061518,0.00061462814,0,0.0009302326
		line	16	0.00029154518,0,0,0.0012292563,0.009917355,0
		morning	16	0.0008746356,0.00036357026,0.00096123037,0.00030731407,0,0
		outside	16	0.00029154518,0.001454281,0,0.00092194224,0,0
		people	16	0.0004373178,0.00018178513,0.00096123037,0.00092194224,0,0
		reports	16	0,0.00018178513,0.0012816405,0.0010755992,0,0
		turned	16	0.00029154518,0.00090892566,0.00032041012,0.0007682852,0.0016528926,0.0009302326
		boat	15	0.001457726,0,0.0008010253,0,0,0
		boys	15	0.00014577259,0,0.0022428709,0,0,0
		flight	15	0.00014577259,0.0010907107,0.00016020506,0.0010755992,0,0
		force	15	0,0.0005453554,0.00048061518,0.0012292563,0.0016528926,0
		happened	15	0.0004373178,0.001272496,0.00032041012,0.00046097112,0,0
		landing	15	0.0013119533,0.0007271405,0,0.00030731407,0,0
		miles	15	0.000728863,0.00036357026,0.00048061518,0.00046097112,0.0016528926,0.0009302326
		radio	15	0,0,0.0011214354,0.0012292563,0,0
		speed	15	0.00014577259,0.00018178513,0.0014418456,0.00061462814,0,0
		team	15	0,0,0.0022428709,0,0.0016528926,0
		1970	14	0.0018950438,0.00018178513,0,0,0,0
		1971	14	0,0.002544992,0,0,0,0
		aliens	14	0,0.0007271405,0.00032041012,0.0012292563,0,0
		asked	14	0.00029154518,0.00018178513,0.00096123037,0.0007682852,0,0
		dottle	14	0,0,0.0022428709,0,0,0
		experience	14	0.00058309035,0.0007271405,0,0.0007682852,0,0.0009302326
		larger	14	0.00029154518,0.00036357026,0.00096123037,0.00061462814,0,0
		man	14	0.00029154518,0.0005453554,0,0.0013829133,0,0
		material	14	0,0.0005453554,0.00016020506,0.0012292563,0,0.0018604652
		new	14	0.00029154518,0.00018178513,0.00048061518,0.0012292563,0,0
		place	14	0.00029154518,0.0005453554,0.00032041012,0.0010755992,0,0
		second	14	0.0004373178,0.0005453554,0.00016020506,0.0007682852,0.0033057851,0
		seconds	14	0.000728863,0.00036357026,0.00032041012,0.00015365703,0.0016528926,0.0027906976
		section	14	0,0.00036357026,0.00048061518,0.00046097112,0,0.0055813952
		size	14	0.000728863,0.00036357026,0.00016020506,0.0007682852,0,0.0009302326
		smaller	14	0.000728863,0,0.00048061518,0.00092194224,0,0
		sphere	14	0,0.00036357026,0.00016020506,0.0016902274,0,0
		started	14	0.00029154518,0.001454281,0.00016020506,0.00046097112,0,0
		yellow	14	0.000728863,0.00036357026,0.00064082025,0.00046097112,0,0
		allagash	13	0,0,0,0.0019975414,0,0
		blue	13	0.000728863,0.00018178513,0,0.00092194224,0,0.0009302326
		called	13	0.00029154518,0.0005453554,0.00032041012,0.0007682852,0,0.0009302326
		details	13	0.00058309035,0.00018178513,0.00032041012,0.0007682852,0,0.0009302326
		estimated	13	0.0010204081,0.00036357026,0.00048061518,0.00015365703,0,0
		fact	13	0.00014577259,0.0007271405,0.00048061518,0.0007682852,0,0
		felt	13	0.000728863,0.00090892566,0.00048061518,0,0,0
		got	13	0.00058309035,0.0007271405,0.00032041012,0.00046097112,0,0
		head	13	0.0013119533,0.0005453554,0.00016020506,0,0,0
		house	13	0.00029154518,0.0005453554,0,0.00061462814,0,0.0037209303
		occurred	13	0.00029154518,0.0005453554,0.00048061518,0.00046097112,0.0016528926,0.0009302326
		phenomenon	13	0.00029154518,0.00036357026,0.0008010253,0.00061462814,0,0
		point	13	0.00014577259,0.00036357026,0.0008010253,0.0007682852,0,0
		say	13	0.00014577259,0.00090892566,0.00032041012,0.00061462814,0,0.0009302326
		show	13	0.0004373178,0.0005453554,0.00064082025,0.00046097112,0,0
		ufos	13	0.0017492712,0,0,0.00015365703,0,0
		witnesses	13	0.0004373178,0.00036357026,0.00016020506,0.00092194224,0,0.0009302326
		city	12	0.0008746356,0.0005453554,0.00032041012,0.00015365703,0,0
		closer	12	0.0013119533,0.00018178513,0,0.00030731407,0,0
		control	12	0.00014577259,0.00090892566,0.00048061518,0.00015365703,0.0033057851,0
		course	12	0.00029154518,0,0.00064082025,0.00092194224,0,0
		glow	12	0.00029154518,0.0005453554,0.00032041012,0.00061462814,0,0.0009302326
		going	12	0.00058309035,0.0007271405,0.00016020506,0.00046097112,0,0
		immediately	12	0.00014577259,0.00018178513,0.0008010253,0.00046097112,0.0033057851,0
		jenkins	12	0,0,0,0,0.01983471,0
		lower	12	0,0.0007271405,0.00032041012,0.00061462814,0,0.0018604652
		metres	12	0.0017492712,0,0,0,0,0
		raeke	12	0,0,0,0,0.01983471,0
		shaped	12	0.00029154518,0.00090892566,0.00016020506,0.00030731407,0.0016528926,0.0009302326
		stopped	12	0.00058309035,0.0007271405,0.00032041012,0.00015365703,0,0.0009302326
		uranium	12	0,0.0021814215,0,0,0,0
		used	12	0.0010204081,0,0.0008010253,0,0,0
		wanted	12	0.0008746356,0.00018178513,0.00016020506,0.00061462814,0,0
		able	11	0,0.0005453554,0.00016020506,0.0010755992,0,0
		approaching	11	0.00058309035,0.00036357026,0.00016020506,0.00046097112,0,0.0009302326
		black	11	0.000728863,0.00036357026,0.00016020506,0.00046097112,0,0
		cannon	11	0,0,0,0.0016902274,0,0
		casebook	11	0.00029154518,0.0005453554,0.00016020506,0.0007682852,0,0
		constantino	11	0,0,0,0.0016902274,0,0
		couple	11	0.000728863,0,0.00016020506,0.0007682852,0,0
		crew	11	0,0.0005453554,0,0.0012292563,0,0
		days	11	0.00058309035,0.0005453554,0.00016020506,0.00046097112,0,0
		dead	11	0.00058309035,0.0010907107,0.00016020506,0,0,0
		distance	11	0.0011661807,0,0,0.00030731407,0,0.0009302326
		followed	11	0.0004373178,0,0.00048061518,0.00030731407,0.0016528926,0.0018604652
		group	11	0,0.0005453554,0.00032041012,0.00061462814,0,0.0018604652
		home	11	0.0004373178,0.0005453554,0.00016020506,0.00061462814,0,0
		investigation	11	0.00058309035,0,0.00016020506,0.0007682852,0.0016528926,0
		kind	11	0,0.0010907107,0.00032041012,0.00030731407,0,0.0009302326
		local	11	0.00029154518,0.00036357026,0.00064082025,0.00046097112,0,0
		low	11	0.00058309035,0.0007271405,0.00016020506,0.00030731407,0,0
		make	11	0.00029154518,0.0005453554,0.00032041012,0.00046097112,0.0016528926,0
		mr	11	0,0.00018178513,0.0014418456,0.00015365703,0,0
		near	11	0.0008746356,0.00036357026,0.00032041012,0.00015365703,0,0
		noticed	11	0.00058309035,0.00036357026,0.00016020506,0.00030731407,0,0.0018604652
		personnel	11	0,0.0005453554,0.00064082025,0.00061462814,0,0
		phone	11	0,0,0.00032041012,0.0013829133,0,0
		pole	11	0.00058309035,0,0.00064082025,0,0,0.0027906976
		position	11	0.00058309035,0.00018178513,0.00048061518,0.00030731407,0.0016528926,0
		shore	11	0.00058309035,0.00018178513,0.00032041012,0.00061462814,0,0
		standing	11	0.00058309035,0.0005453554,0.00032041012,0.00015365703,0,0.0009302326
		state	11	0,0.00036357026,0.0011214354,0.00030731407,0,0
		tall	11	0.0008746356,0.00036357026,0.00016020506,0.00030731407,0,0
		unknown	11	0,0,0.00064082025,0.0010755992,0,0
		unusual	11	0,0.0007271405,0,0.0010755992,0,0
		use	11	0.00014577259,0.00018178513,0.00032041012,0.0010755992,0,0
		vehicle	11	0.00014577259,0.0010907107,0.00016020506,0,0.0049586776,0
		working	11	0.00029154518,0.00036357026,0.00032041012,0.0007682852,0,0
		1974	10	0,0,0.0016020506,0,0,0
		actually	10	0.00029154518,0.00036357026,0.00096123037,0,0,0
		arrived	10	0,0.00036357026,0.00064082025,0.00015365703,0.0049586776,0
		body	10	0.000728863,0.0005453554,0.00016020506,0,0,0.0009302326
		civilian	10	0,0,0.0016020506,0,0,0
		contact	10	0,0.00036357026,0.00048061518,0.0007682852,0,0
		dark	10	0.00058309035,0.00090892566,0,0.00015365703,0,0
		description	10	0.0004373178,0,0.00064082025,0.00030731407,0,0.0009302326
		doctor	10	0,0,0,0.0015365704,0,0
		hovering	10	0.00029154518,0.0007271405,0,0.00061462814,0,0
		hypnosis	10	0,0.00090892566,0,0.0007682852,0,0
		jet	10	0,0,0,0.0015365704,0,0
		length	10	0.000728863,0.00018178513,0.00016020506,0,0,0.0027906976
		little	10	0.00014577259,0.0007271405,0.00032041012,0.00046097112,0,0
		lorraine	10	0,0.0018178513,0,0,0,0
		radar	10	0,0.00090892566,0,0.0007682852,0,0
		reported	10	0,0.00036357026,0.0008010253,0,0.0033057851,0.0009302326
		saucer	10	0.00029154518,0,0.0008010253,0.00030731407,0.0016528926,0
		security	10	0,0,0.00016020506,0.0007682852,0.0066115703,0
		silt	10	0,0,0.0016020506,0,0,0
		similar	10	0.0004373178,0.00018178513,0.00016020506,0.0007682852,0,0
		slide	10	0.001457726,0,0,0,0,0
		slightly	10	0.00058309035,0.00036357026,0.00032041012,0.00030731407,0,0
		sound	10	0.0004373178,0.0007271405,0.00016020506,0.00015365703,0,0.0009302326
		year	10	0.00058309035,0.00090892566,0,0.00015365703,0,0
		00	9	0,0.00018178513,0.00096123037,0,0,0.0018604652
		afb	9	0,0.0007271405,0,0.00061462814,0.0016528926,0
		airforce	9	0,0,0,0.0013829133,0,0
		beings	9	0.00029154518,0,0,0.0010755992,0,0
		believe	9	0.0004373178,0,0.00016020506,0.0007682852,0,0
		big	9	0.0010204081,0.00018178513,0,0.00015365703,0,0
		chief	9	0.00029154518,0,0.0011214354,0,0,0
		convoy	9	0.00014577259,0,0.0012816405,0,0,0
		described	9	0,0.00036357026,0.0008010253,0.00030731407,0,0
		didn	9	0,0.0007271405,0.0008010253,0,0,0
		disk	9	0,0,0.0012816405,0,0,0.0009302326
		end	9	0.00014577259,0.0005453554,0.00048061518,0.00015365703,0,0.0009302326
		extremely	9	0.00014577259,0.0005453554,0,0.0007682852,0,0
		friends	9	0.00029154518,0,0,0.0010755992,0,0
		good	9	0.0008746356,0.00036357026,0,0.00015365703,0,0
		grass	9	0.0013119533,0,0,0,0,0
		green	9	0.0004373178,0.00036357026,0.00016020506,0.00030731407,0.0016528926,0
		hear	9	0.0004373178,0.0007271405,0.00032041012,0,0,0
		higdon	9	0,0,0.0014418456,0,0,0
		hours	9	0,0.00036357026,0.00048061518,0.00061462814,0,0
		inside	9	0.00014577259,0.0005453554,0,0.00015365703,0.0033057851,0.0018604652
		investigator	9	0.00014577259,0,0.0008010253,0.00046097112,0,0
		involved	9	0.00029154518,0.00036357026,0.00032041012,0.00046097112,0,0
		mexico	9	0.00014577259,0,0.00032041012,0.00092194224,0,0
		mind	9	0.000728863,0.0005453554,0,0.00015365703,0,0
		moving	9	0.00058309035,0,0.00032041012,0.00046097112,0,0
		number	9	0.00014577259,0.00018178513,0,0.0010755992,0,0
		ore	9	0,0.0016360661,0,0,0,0
		performed	9	0.0008746356,0,0.00048061518,0,0,0
		photographs	9	0.0008746356,0.00018178513,0,0.00030731407,0,0
		remember	9	0.000728863,0.0005453554,0,0.00015365703,0,0
		road	9	0.0008746356,0.00018178513,0.00016020506,0.00015365703,0,0
		sgt	9	0,0,0.0014418456,0,0,0
		showed	9	0.00014577259,0.00036357026,0.00064082025,0.00015365703,0,0.0009302326
		slowly	9	0.000728863,0.00018178513,0,0.00030731407,0,0.0009302326
		source	9	0.0004373178,0.00018178513,0.00048061518,0,0.0016528926,0.0009302326
		south	9	0.00029154518,0.0007271405,0,0.00015365703,0.0016528926,0.0009302326
		think	9	0.00014577259,0.00036357026,0.00032041012,0.00046097112,0,0.0009302326
		times	9	0.0004373178,0,0.00048061518,0.00046097112,0,0
		upper	9	0.00014577259,0.00018178513,0.00016020506,0.00015365703,0,0.004651163
		watched	9	0.0008746356,0.00018178513,0,0.00015365703,0,0.0009302326
		window	9	0.00058309035,0.00018178513,0,0.00015365703,0,0.0027906976
		a.m	8	0.00029154518,0.00018178513,0.00032041012,0.00046097112,0,0
		aboard	8	0,0.0005453554,0.00016020506,0.00046097112,0,0.0009302326
		account	8	0.00014577259,0.00036357026,0.00032041012,0.00046097112,0,0
		apparent	8	0.0008746356,0.00018178513,0.00016020506,0,0,0
		best	8	0,0.00036357026,0.00016020506,0.0007682852,0,0
		bodies	8	0,0.00018178513,0.00096123037,0.00015365703,0,0
		department	8	0.000728863,0.00018178513,0.00016020506,0.00015365703,0,0
		doing	8	0.000728863,0.00036357026,0,0.00015365703,0,0
		doreen	8	0.0011661807,0,0,0,0,0
		dr	8	0,0,0.0011214354,0.00015365703,0,0
		earlier	8	0.00029154518,0.00036357026,0.00064082025,0,0,0
		earth	8	0,0.0005453554,0.00064082025,0,0,0.0009302326
		edge	8	0.0004373178,0.00018178513,0.00016020506,0.00015365703,0,0.0018604652
		evening	8	0,0.0005453554,0.00016020506,0.00046097112,0,0.0009302326
		events	8	0.00014577259,0.00018178513,0.00016020506,0.0007682852,0,0
		film	8	0.00058309035,0.00018178513,0,0.00030731407,0,0.0009302326
		following	8	0.00029154518,0.0005453554,0,0.00015365703,0.0016528926,0.0009302326
		forward	8	0.00029154518,0.00018178513,0,0.00015365703,0,0.0037209303
		general	8	0.00014577259,0.00036357026,0.00032041012,0.00046097112,0,0
		having	8	0.00029154518,0.0005453554,0.00016020506,0.00030731407,0,0
		huge	8	0.0004373178,0,0.00016020506,0.00061462814,0,0
		interstate	8	0,0.001454281,0,0,0,0
		july	8	0.0004373178,0,0,0.00061462814,0,0.0009302326
		located	8	0.00014577259,0,0.00016020506,0.0007682852,0.0016528926,0
		members	8	0,0.00036357026,0.00048061518,0.00046097112,0,0
		moved	8	0.00029154518,0.00018178513,0,0.00061462814,0,0.0009302326
		north	8	0,0.00036357026,0.00048061518,0.00046097112,0,0
